QUOTE_DATE,UNDERLYING_LAST,EXPIRE_DATE,DTE,STRIKE,C_MID,RF_RATE
2022-07-25,395.54, 2022-08-03,9.0,393.0,6.91,0.0255
2021-04-07,406.57, 2021-04-19,12.0,370.0,36.775,0.0002
2020-07-31,326.42, 2020-09-30,61.0,273.0,54.99,0.0009
2020-09-15,340.12, 2021-03-19,185.0,367.0,9.06,0.0011
2021-08-27,450.25, 2021-12-17,112.04,284.0,166.495,0.0005
2021-02-04,386.18, 2022-02-18,379.0,400.0,24.01,0.0004
2022-07-06,383.31, 2022-07-22,16.0,398.0,2.22,0.018500000000000003
2022-09-01,396.39, 2023-09-15,379.0,175.0,223.555,0.0288
2020-12-14,364.66, 2021-01-08,25.0,367.0,5.785,0.0009
2021-02-22,387.1, 2021-03-01,7.0,369.0,18.52,0.0003
2022-01-28,441.85, 2022-02-18,21.0,421.0,25.495,0.0019
2022-09-16,385.65, 2025-01-17,854.04,220.0,182.75,0.031
2020-01-30,327.62, 2020-09-18,231.96,280.0,52.535,0.0154
2020-02-21,333.45, 2020-05-15,83.96,346.0,2.865,0.015300000000000001
2022-04-22,426.06, 2022-12-16,238.04,500.0,3.625,0.008199999999999999
2020-04-29,293.15, 2022-03-18,688.0,385.0,3.815,0.001
2020-02-12,337.44, 2020-03-11,27.96,363.0,0.025,0.0155
2021-08-03,441.17, 2022-01-21,171.04,444.0,17.315,0.0005
2022-06-27,388.66, 2023-06-16,354.0,195.0,197.02,0.0175
2021-10-07,438.62, 2021-12-17,71.04,456.0,4.3,0.0005
2021-06-03,418.82, 2021-07-16,43.0,404.0,18.32,0.0002
2022-07-15,385.09, 2023-12-15,518.04,505.0,6.01,0.0229
2021-04-01,400.53, 2022-03-18,351.0,370.0,48.005,0.0002
2021-12-14,463.45, 2022-09-30,289.96,398.0,79.58,0.0005
2022-03-15,426.05, 2022-04-08,24.0,408.0,22.91,0.0046
2020-06-26,299.98, 2020-07-17,21.0,165.0,135.12,0.0014000000000000002
2021-01-21,384.19, 2021-02-01,11.0,387.0,2.26,0.0009
2021-01-29,370.25, 2021-03-19,48.96,359.0,22.3,0.0006
2022-10-07,362.91, 2024-12-20,805.04,675.0,2.5450000000000004,0.0331
2022-09-14,394.61, 2022-10-05,21.0,335.0,59.895,0.031400000000000004
2021-09-17,441.52, 2022-03-31,195.0,454.0,16.105,0.0004
2020-03-03,300.32, 2020-07-17,135.96,317.0,8.27,0.009300000000000001
2020-06-03,312.09, 2021-09-17,471.0,420.0,0.885,0.0016
2020-12-08,370.2, 2022-01-21,409.0,305.0,75.78999999999999,0.0009
2020-05-08,292.51, 2020-06-19,42.0,355.0,0.04,0.0012
2022-07-08,388.69, 2023-12-15,525.04,245.0,155.155,0.0191
2021-10-18,447.25, 2021-11-10,23.04,482.0,0.025,0.0006
2021-05-24,419.12, 2021-06-30,37.0,342.0,77.445,0.0002
2021-06-18,414.93, 2021-07-30,42.0,432.0,1.385,0.0005
2022-09-09,406.57, 2022-10-14,35.0,412.0,7.390000000000001,0.0298
2022-05-09,398.33, 2022-06-08,30.0,414.0,6.48,0.0092
2022-08-12,427.06, 2022-09-30,49.0,372.0,56.845,0.0253
2022-02-22,429.65, 2022-02-23,1.0,490.0,0.005,0.0039000000000000003
2020-05-20,296.99, 2020-12-31,225.04,215.0,85.965,0.0012
2020-11-19,357.78, 2021-02-19,92.0,316.0,46.195,0.0007000000000000001
2020-06-17,311.66, 2020-08-21,65.0,312.0,13.695,0.0017000000000000001
2020-06-24,304.15, 2020-12-31,190.04,274.0,44.395,0.0015
2022-12-07,393.11, 2022-12-12,5.0,362.0,31.41,0.042
2022-03-24,450.42, 2023-12-15,631.04,480.0,37.415,0.005
2021-09-10,445.52, 2021-10-29,49.0,510.0,0.015,0.0005
2022-01-28,441.85, 2022-02-14,17.0,360.0,82.245,0.0019
2021-12-17,459.86, 2021-12-22,5.0,436.0,24.345,0.0005
2020-07-10,317.62, 2020-07-31,21.0,190.0,127.89,0.0013
2020-01-07,322.74, 2020-04-17,100.96,197.0,126.55,0.0151
2021-08-13,445.92, 2021-08-23,10.0,437.0,9.595,0.0006
2021-01-07,379.06, 2021-01-15,8.0,217.0,162.20999999999998,0.0009
2020-10-08,343.65, 2020-11-11,34.04,375.0,0.5,0.0009
2020-03-10,288.39, 2020-03-27,17.0,283.0,14.06,0.0043
2022-08-26,405.31, 2022-08-26,0.0,500.0,0.01,0.0278
2021-11-02,461.87, 2022-09-16,318.0,479.0,20.125,0.0005
2020-06-26,299.98, 2020-09-18,84.0,165.0,135.445,0.0014000000000000002
2021-08-26,446.33, 2021-09-30,35.0,312.0,134.415,0.0005
2021-07-30,438.5, 2022-02-18,203.04,580.0,0.075,0.0006
2022-02-24,428.06, 2022-04-14,48.96,345.0,84.43,0.0033
2022-07-21,398.82, 2022-08-17,27.0,410.0,3.92,0.024
2021-07-19,424.93, 2021-11-19,123.04,303.0,123.49,0.0005
2022-07-14,377.96, 2022-08-05,22.0,377.0,9.97,0.0233
2021-08-19,439.87, 2021-09-10,22.0,285.0,155.015,0.0006
2021-09-14,444.19, 2021-12-31,108.04,338.0,107.205,0.0004
2020-10-19,342.13, 2021-12-17,424.04,435.0,3.125,0.0011
2022-06-27,388.66, 2023-03-17,263.0,400.0,27.44,0.0175
2020-05-28,303.02, 2020-06-24,27.0,324.0,0.53,0.0015
2020-02-20,336.99, 2020-02-21,1.0,291.0,46.05,0.0155
2022-08-17,426.67, 2023-06-30,317.0,275.0,159.475,0.0259
2022-08-29,402.65, 2022-09-30,32.0,458.0,0.065,0.028900000000000002
2022-04-25,428.5, 2024-12-20,970.04,280.0,171.315,0.009300000000000001
2020-02-13,337.17, 2020-05-15,91.96,230.0,107.415,0.015600000000000001
2021-08-06,442.47, 2021-08-25,19.0,310.0,132.5,0.0006
2020-11-30,362.31, 2020-12-31,31.0,325.0,37.52,0.0008
2021-07-22,435.51, 2021-10-15,85.0,395.0,44.965,0.0005
2021-04-14,411.5, 2021-07-16,93.0,500.0,0.075,0.0002
2020-09-04,342.52, 2020-10-05,31.0,330.0,17.615000000000002,0.0011
2022-07-25,395.54, 2022-07-25,0.0,370.0,25.715,0.0255
2020-03-02,308.9, 2020-03-09,6.96,244.0,64.75,0.011000000000000001
2021-07-15,434.65, 2021-12-31,169.04,400.0,44.49,0.0005
2021-01-13,379.75, 2021-03-31,76.96,255.0,125.72,0.0009
2022-04-05,451.06, 2023-03-31,360.0,497.0,15.76,0.006500000000000001
2020-05-05,286.15, 2020-05-15,10.0,301.0,0.45,0.0013
2021-04-07,406.57, 2021-09-17,163.0,402.0,20.365,0.0002
2020-03-16,239.75, 2021-06-18,459.0,300.0,11.0,0.0024
2022-11-23,402.42, 2022-11-29,6.0,358.0,44.425,0.0421
2021-10-11,434.69, 2021-11-08,28.04,434.0,8.405000000000001,0.0421
2022-02-16,446.65, 2022-12-16,303.0,255.0,193.21,0.0039000000000000003
2022-12-09,393.29, 2023-03-17,97.96,640.0,0.005,0.04190000000000001
2020-07-06,317.01, 2020-11-20,137.04,175.0,142.61,0.0015
2020-09-02,357.78, 2020-09-04,2.0,361.0,0.865,0.0012
2022-05-17,408.26, 2022-06-24,38.0,317.0,91.27,0.0106
2022-11-14,395.16, 2022-12-30,46.0,352.0,46.295,0.0416
2021-03-02,386.55, 2021-03-26,23.96,445.0,0.025,0.0004
2021-07-22,435.51, 2021-08-16,25.0,490.0,0.005,0.0005
2021-04-05,406.27, 2022-01-21,291.04,125.0,281.43,0.0003
2020-09-24,323.42, 2021-01-15,113.04,505.0,0.055,0.001
2021-07-01,430.5, 2022-01-21,204.04,510.0,0.4649999999999999,0.0005
2022-07-13,378.87, 2022-07-22,9.0,435.0,0.005,0.0233
2020-07-31,326.42, 2021-01-15,168.04,510.0,0.015,0.0009
2020-04-09,278.22, 2020-06-19,71.0,135.0,143.32999999999998,0.0025
2021-07-19,424.93, 2021-08-13,25.0,335.0,89.83,0.0005
2020-03-31,257.6, 2020-04-13,13.0,288.0,0.24,0.0011
2022-10-10,360.07, 2022-12-16,67.04,245.0,117.36,0.0011
2020-03-16,239.75, 2020-06-30,106.0,284.0,9.335,0.0024
2021-12-07,468.29, 2022-03-18,100.96,245.0,223.145,0.0006
2021-03-11,393.48, 2022-06-17,462.96,200.0,193.915,0.0004
2020-12-15,369.59, 2022-06-17,548.96,480.0,3.155,0.0008
2021-11-17,468.12, 2022-06-30,224.96,424.0,57.475,0.0005
2021-05-19,410.89, 2021-05-26,7.0,485.0,0.005,0.0001
2021-12-01,450.44, 2022-04-14,133.96,572.0,0.12,0.0006
2021-04-05,406.27, 2022-09-16,529.0,595.0,0.765,0.0003
2022-03-24,450.42, 2022-03-25,1.0,415.0,35.355000000000004,0.005
2022-05-10,399.18, 2022-05-16,6.0,320.0,79.345,0.0089
2020-05-11,292.62, 2020-09-30,142.0,367.0,0.18,0.0012
2022-06-29,380.37, 2022-06-30,1.0,512.0,0.005,0.0173
2022-06-02,417.37, 2022-06-13,11.0,371.0,46.455,0.0113
2020-01-08,324.39, 2020-01-27,19.0,320.0,6.515000000000001,0.0151
2021-04-07,406.57, 2021-04-12,5.0,398.0,8.895,0.0002
2022-07-04,381.24, 2022-07-05,1.0,371.0,10.215,0.0002
2022-08-22,413.41, 2024-12-20,851.04,320.0,126.75,0.0274
2020-06-09,320.94, 2020-06-19,10.0,272.0,49.035,0.0019
2022-11-15,398.52, 2025-01-17,794.0,480.0,29.135,0.0414
2022-04-11,440.03, 2022-07-15,95.0,447.0,14.365,0.0078000000000000005
2022-04-15,437.79, 2022-04-22,7.0,255.0,182.66,0.0078000000000000005
2021-11-18,469.72, 2021-12-31,43.0,461.0,14.295,0.0005
2020-11-25,362.49, 2020-12-02,7.0,397.0,0.01,0.0009
2020-07-31,326.42, 2020-10-16,77.0,200.0,126.715,0.0009
2021-03-24,387.49, 2022-01-21,303.04,354.0,50.14,0.0002
2020-05-26,299.2, 2020-09-18,115.0,343.0,0.925,0.0014000000000000002
2020-04-24,282.89, 2020-05-13,19.0,256.0,28.69,0.0012
2021-06-22,423.09, 2021-07-06,14.0,415.0,9.59,0.0004
2022-01-28,441.85, 2022-09-16,230.96,433.0,35.42,0.0019
2021-08-09,442.14, 2022-12-16,494.04,645.0,0.345,0.0006
2020-06-17,311.66, 2020-07-17,30.0,296.0,20.21,0.0017000000000000001
2021-06-02,420.37, 2021-06-11,9.0,420.0,3.145,0.0002
2022-10-03,366.62, 2022-12-30,88.04,496.0,0.045,0.0334
2021-08-25,448.88, 2023-06-16,660.0,480.0,25.955,0.0006
2020-08-06,334.31, 2021-06-18,316.0,312.0,40.48,0.001
2020-03-12,247.91, 2021-06-18,463.0,325.0,4.45,0.0033
2020-07-15,321.98, 2020-07-17,2.0,253.0,68.905,0.0016
2022-02-17,437.17, 2022-12-16,302.0,130.0,307.08500000000004,0.0037
2020-12-03,366.68, 2021-03-19,105.96,390.0,4.455,0.0008
2020-04-13,275.63, 2020-05-06,23.0,233.0,44.14,0.0026
2021-09-08,450.97, 2021-09-15,7.0,335.0,115.93,0.0005
2020-07-17,321.7, 2020-10-16,91.0,370.0,0.8,0.0011
2021-02-12,392.73, 2021-04-01,47.96,399.0,5.859999999999999,0.0004
2020-05-13,281.48, 2020-12-18,219.04,340.0,1.975,0.0013
2022-06-02,417.37, 2022-07-22,50.0,415.0,14.525,0.0113
2020-09-18,330.75, 2020-12-18,91.04,310.0,30.935,0.001
2022-02-14,438.98, 2022-03-04,18.0,400.0,40.79,0.0045000000000000005
2020-04-14,283.8, 2022-01-21,647.04,165.0,123.245,0.002
2021-09-07,451.52, 2021-09-17,10.0,367.0,84.545,0.0005
2020-09-02,357.78, 2021-06-30,301.0,230.0,130.89499999999998,0.0012
2022-07-26,390.92, 2022-09-02,38.0,414.0,2.6950000000000003,0.0248
2021-08-23,447.27, 2021-08-23,0.0,479.0,0.005,0.0005
2022-04-07,448.79, 2022-04-14,7.0,379.0,69.595,0.0068000000000000005
2021-02-19,390.03, 2021-12-17,301.0,425.0,12.34,0.0004
2021-01-05,371.31, 2021-02-12,38.0,376.0,6.904999999999999,0.0009
2021-04-29,419.99, 2021-06-18,50.0,398.0,25.835,0.0001
2022-08-03,414.41, 2023-12-15,499.04,340.0,99.67,0.024399999999999998
2020-08-18,338.58, 2020-08-24,6.0,370.0,0.005,0.0009
2021-06-25,426.63, 2021-07-16,21.0,550.0,0.005,0.0006
2020-09-15,340.12, 2020-09-28,13.0,347.0,1.75,0.0011
2020-07-20,324.27, 2020-09-30,72.0,240.0,85.535,0.0013
2021-10-26,455.96, 2023-01-20,451.04,175.0,281.295,0.0006
2021-11-26,458.97, 2022-03-18,111.96,368.0,94.275,0.0006
2020-08-14,336.85, 2021-03-19,217.0,295.0,52.42,0.001
2021-02-03,381.87, 2021-02-16,13.0,406.0,0.035,0.0004
2022-06-29,380.37, 2022-07-08,9.0,375.0,9.325,0.0173
2020-06-08,323.15, 2020-06-22,14.0,277.0,46.260000000000005,0.0017000000000000001
2022-03-03,435.67, 2022-04-08,35.96,431.0,16.275,0.0037
2020-08-17,337.9, 2021-12-17,487.04,485.0,0.8200000000000001,0.001
2020-08-20,338.31, 2021-06-30,314.0,251.0,92.82,0.0011
2022-11-07,380.01, 2024-06-21,591.96,180.0,207.5,0.0412
2021-03-18,391.34, 2022-03-18,365.0,145.0,244.62,0.0001
2020-07-31,326.42, 2020-08-07,7.0,286.0,40.175,0.0009
2021-12-15,470.59, 2022-12-16,366.0,655.0,0.4449999999999999,0.0006
2020-06-04,311.34, 2022-06-17,743.0,135.0,176.16,0.0015
2020-11-10,354.07, 2020-12-14,34.0,320.0,36.085,0.001
2022-11-21,394.59, 2025-01-17,788.0,455.0,36.0,0.042300000000000004
2021-12-16,466.42, 2022-05-20,154.96,542.0,0.8500000000000001,0.0005
2022-08-22,413.41, 2023-03-31,221.0,580.0,0.105,0.0274
2022-03-01,429.99, 2023-01-20,325.0,200.0,230.555,0.0032
2022-11-21,394.59, 2022-12-30,39.0,338.0,58.025000000000006,0.042300000000000004
2021-01-27,374.34, 2021-12-17,324.0,240.0,137.75,0.0008
2020-03-27,254.0, 2020-12-18,266.04,145.0,110.99,0.0003
2021-05-04,415.64, 2021-07-16,73.0,440.0,1.99,0.0002
2022-08-24,413.63, 2023-03-17,205.0,399.0,39.17,0.0273
2022-04-20,444.6, 2022-04-29,9.0,525.0,0.005,0.008199999999999999
2022-01-25,434.51, 2022-03-04,38.0,496.0,0.155,0.002
2022-10-05,377.12, 2022-12-30,86.04,336.0,48.81999999999999,0.0333
2022-06-29,380.37, 2022-08-01,33.0,409.0,1.76,0.0173
2020-03-30,261.56, 2020-04-17,18.0,153.0,108.83,0.0012
2022-09-15,390.15, 2022-10-05,20.0,320.0,70.255,0.031200000000000002
2020-07-30,323.96, 2020-08-07,8.0,336.0,0.27,0.0009
2021-02-23,387.52, 2021-12-31,311.0,295.0,99.92,0.0004
2020-12-08,370.2, 2020-12-11,3.0,317.5,52.675,0.0009
2022-01-21,438.16, 2022-02-09,19.0,455.0,2.83,0.0017000000000000001
2020-10-08,343.65, 2021-05-21,225.0,415.0,2.38,0.0009
2021-12-20,454.99, 2021-12-20,0.0,432.0,22.795,0.0007000000000000001
2020-02-07,332.24, 2020-03-20,41.96,195.0,137.62,0.015300000000000001
2021-08-12,445.06, 2022-03-31,231.0,455.0,16.685000000000002,0.0006
2021-05-03,418.17, 2021-05-19,16.0,438.0,0.065,0.0004
2020-05-05,286.15, 2020-05-06,1.0,301.0,0.005,0.0013
2022-11-23,402.42, 2023-09-15,295.96,195.0,211.385,0.0421
2021-06-01,419.64, 2021-12-17,199.04,459.0,3.865,0.0002
2020-07-15,321.98, 2020-08-21,37.0,296.0,29.285,0.0016
2021-01-07,379.06, 2021-01-15,8.0,165.0,214.2,0.0009
2021-09-14,444.19, 2022-12-16,458.04,225.0,219.255,0.0004
2021-01-20,383.85, 2021-01-22,2.0,265.0,119.1,0.0008
2020-05-04,283.59, 2020-05-15,11.0,273.0,13.935,0.0013
2021-03-30,394.78, 2021-12-17,262.04,301.0,97.71,0.0002
2020-12-30,371.99, 2021-06-30,181.96,272.0,102.925,0.0008
2022-08-23,412.33, 2023-06-16,297.0,585.0,0.35,0.0271
2021-04-21,416.08, 2021-06-30,70.0,510.0,0.025,0.0003
2022-06-13,375.01, 2022-09-16,95.0,408.0,7.01,0.0169
2022-11-10,394.62, 2023-02-17,99.0,190.0,205.8,0.0409
2021-06-17,421.89, 2022-09-16,456.0,395.0,49.295,0.0004
2020-04-22,279.04, 2020-09-30,161.0,243.0,48.98,0.0012
2021-11-08,468.99, 2021-11-12,4.0,386.0,82.99000000000001,0.0006
2022-08-16,429.69, 2022-09-30,45.0,575.0,0.005,0.026099999999999998
2020-07-13,314.85, 2020-08-05,23.0,305.0,15.035,0.0014000000000000002
2021-07-23,439.9, 2021-11-19,119.04,305.0,135.89499999999998,0.0005
2022-08-01,410.72, 2022-08-26,25.0,285.0,126.335,0.0248
2020-10-20,343.32, 2021-06-18,241.0,495.0,0.235,0.001
2022-06-28,380.72, 2023-09-15,444.0,635.0,0.475,0.0175
2022-03-22,449.59, 2022-05-20,59.0,441.0,20.02,0.0051
2021-06-22,423.09, 2023-12-15,906.04,330.0,108.155,0.0004
2021-12-10,470.68, 2021-12-17,7.0,498.0,0.005,0.0006
2020-07-27,323.29, 2020-09-18,53.0,252.0,72.10499999999999,0.0011
2020-01-23,331.8, 2020-02-07,15.0,365.0,0.005,0.0152
2020-05-06,284.37, 2020-06-03,28.0,306.0,0.755,0.0012
2021-03-11,393.48, 2021-03-17,5.96,424.0,0.005,0.0004
2020-08-27,348.33, 2020-12-18,113.04,296.0,57.505,0.0011
2022-06-22,374.35, 2024-12-20,912.04,305.0,104.275,0.015700000000000002
2022-03-14,416.98, 2022-03-31,17.0,367.0,50.105,0.0045000000000000005
2021-04-08,408.48, 2021-06-18,71.0,427.0,3.0,0.0001
2020-04-16,278.96, 2020-05-18,32.0,215.0,65.625,0.0014000000000000002
2022-06-29,380.37, 2022-07-15,16.0,486.0,0.005,0.0173
2021-06-21,420.84, 2021-07-30,39.0,384.0,38.775,0.0005
2022-04-01,452.92, 2023-03-31,364.0,489.0,19.815,0.0052
2022-01-18,456.59, 2023-12-15,696.0,515.0,24.675,0.0017000000000000001
2022-03-31,451.77, 2022-04-08,8.0,369.0,83.72999999999999,0.0051
2022-11-16,395.49, 2023-12-15,394.0,500.0,6.4350000000000005,0.0414
2022-09-06,390.79, 2022-09-19,13.0,337.0,54.03,0.0296
2022-03-09,427.36, 2022-09-16,190.96,690.0,0.03,0.0038
2021-07-29,440.67, 2021-08-25,27.0,385.0,56.23,0.0006
2020-01-13,327.92, 2020-04-17,94.96,261.0,68.22,0.0154
2022-06-28,380.72, 2023-01-20,206.04,302.0,87.70500000000001,0.0175
2021-04-29,419.99, 2021-05-14,15.0,373.0,47.16,0.0001
2020-07-10,317.62, 2021-09-17,434.0,315.0,31.445,0.0013
2021-10-20,452.39, 2022-03-18,149.0,432.0,31.74,0.0005
2020-09-30,334.87, 2021-04-16,198.0,325.0,30.58,0.001
2021-08-04,439.02, 2021-08-27,23.0,445.0,2.43,0.0005
2020-01-30,327.62, 2020-02-21,22.0,346.0,0.025,0.0154
2022-01-25,434.51, 2023-01-20,360.0,302.0,139.25,0.002
2021-12-08,469.54, 2022-12-16,373.0,440.0,55.32,0.0007000000000000001
2021-12-17,459.86, 2023-01-20,399.0,265.0,198.695,0.0005
2021-02-16,392.4, 2021-03-17,28.96,395.0,5.795,0.0004
2021-11-26,458.97, 2021-11-26,0.0,514.0,0.845,0.0006
2022-10-14,357.66, 2025-01-17,826.04,195.0,176.75,0.0365
2020-07-21,324.9, 2020-08-03,13.0,316.0,11.12,0.0013
2021-08-02,437.6, 2021-08-13,11.0,401.0,36.905,0.0005
2020-04-13,275.63, 2020-04-22,9.0,235.0,40.78,0.0026
2020-07-09,314.57, 2020-08-21,43.0,306.0,16.335,0.0013
2020-09-03,345.53, 2021-01-15,134.04,322.0,38.355,0.0011
2021-08-20,443.36, 2023-01-20,518.04,415.0,55.5,0.0005
2020-06-01,305.45, 2020-11-20,172.04,365.0,0.815,0.0014000000000000002
2021-07-13,435.72, 2021-12-31,171.04,560.0,0.055,0.0005
2022-04-12,438.29, 2024-01-19,647.04,315.0,143.53,0.0074
2021-10-07,438.62, 2021-10-27,20.0,325.0,113.57,0.0005
2020-12-15,369.59, 2022-01-21,402.0,280.0,96.255,0.0008
2021-04-13,412.79, 2022-12-16,612.04,535.0,3.855,0.0003
2022-05-06,411.41, 2022-06-30,55.0,499.0,0.035,0.0084
2020-03-02,308.9, 2020-03-04,2.0,283.0,26.055,0.011000000000000001
2022-09-05,392.24, 2022-09-30,25.0,489.0,0.01,0.011000000000000001
2022-07-18,381.99, 2022-10-21,95.0,550.0,0.015,0.024399999999999998
2022-07-27,401.01, 2022-09-30,65.0,334.0,69.655,0.023700000000000002
2020-08-10,335.56, 2020-08-21,11.0,252.0,83.615,0.0011
2022-02-28,436.52, 2022-02-28,0.0,468.0,0.005,0.0037
2021-07-09,435.44, 2021-11-19,133.04,505.0,0.19,0.0006
2022-09-20,384.16, 2022-10-12,22.0,428.0,0.165,0.0326
2021-08-24,447.96, 2022-06-17,297.0,427.0,41.52,0.0005
2021-04-12,411.63, 2021-12-31,263.04,480.0,2.36,0.0002
2020-03-16,239.75, 2020-03-25,9.0,190.5,50.815,0.0024
2021-11-19,468.91, 2021-12-13,24.0,495.0,0.105,0.0005
2020-11-24,363.22, 2021-06-18,205.96,326.0,47.485,0.0009
2021-04-20,412.22, 2021-05-21,31.0,322.0,90.385,0.0003
2020-08-26,347.63, 2020-12-18,114.04,210.0,137.87,0.0011
2022-10-07,362.91, 2022-10-10,3.0,414.0,0.005,0.0331
2020-12-07,369.14, 2021-05-21,164.96,349.0,32.35,0.0008
2022-03-08,416.38, 2022-04-08,30.96,468.0,0.265,0.0036
2020-12-09,366.95, 2021-01-15,37.0,294.0,73.97999999999999,0.0008
2021-02-23,387.52, 2021-03-10,15.0,400.0,0.72,0.0004
2021-10-07,438.62, 2021-10-20,13.0,485.0,0.01,0.0005
2022-06-01,409.64, 2022-07-08,37.0,485.0,0.035,0.011200000000000002
2020-04-07,265.18, 2020-05-06,29.0,290.0,1.87,0.0014000000000000002
2020-05-05,286.15, 2020-05-15,10.0,65.0,221.39,0.0013
2021-08-09,442.14, 2021-08-16,7.0,466.0,0.005,0.0006
2021-03-17,397.24, 2021-12-17,275.04,341.0,66.505,0.0002
2021-07-13,435.72, 2021-09-30,79.0,300.0,136.14499999999998,0.0005
2021-09-17,441.52, 2022-03-31,195.0,420.0,38.365,0.0004
2021-08-18,439.25, 2021-09-15,28.0,395.0,45.79,0.0007000000000000001
2020-02-19,338.32, 2021-03-19,393.96,350.0,13.77,0.0155
2020-01-17,332.01, 2020-01-31,14.0,362.5,0.005,0.015300000000000001
2020-05-22,295.48, 2020-09-18,119.0,263.0,39.99,0.0012
2020-07-17,321.7, 2020-09-30,75.0,318.0,15.165,0.0011
2021-12-29,477.48, 2022-03-31,91.96,500.0,3.94,0.0005
2022-03-18,444.27, 2022-12-30,287.04,436.0,39.385,0.0040999999999999995
2020-04-06,264.79, 2020-04-20,14.0,231.0,35.599999999999994,0.0015
2021-08-06,442.47, 2021-08-20,14.0,355.0,87.555,0.0006
2021-05-06,419.05, 2021-11-19,197.04,447.0,7.42,0.0002
2021-08-27,450.25, 2022-01-21,147.04,341.0,110.82,0.0005
2021-11-29,464.54, 2021-12-27,28.0,380.0,84.825,0.0006
2022-04-07,448.79, 2022-06-17,71.0,250.0,199.21,0.0068000000000000005
2020-09-17,335.84, 2020-10-02,15.0,301.0,34.91,0.0009
2021-12-23,470.57, 2022-03-31,97.96,499.0,3.575,0.0008
2022-07-18,381.99, 2023-03-31,256.0,488.0,1.655,0.024399999999999998
2022-12-01,407.4, 2023-09-29,301.96,382.0,54.72,0.042199999999999994
2022-11-17,394.25, 2022-11-25,8.0,424.0,0.025,0.041299999999999996
2021-07-15,434.65, 2023-12-15,883.04,370.0,89.19999999999999,0.0005
2021-09-02,453.21, 2021-11-19,78.04,370.0,83.965,0.0005
2022-03-10,425.49, 2022-04-22,42.96,220.0,205.635,0.0038
2020-08-06,334.31, 2020-08-28,22.0,345.0,1.275,0.001
2020-03-02,308.9, 2020-11-20,263.0,327.0,10.46,0.011000000000000001
2021-01-07,379.06, 2022-03-18,434.96,260.0,123.65,0.0009
2021-03-29,395.76, 2021-12-17,263.04,465.0,2.16,0.0003
2020-06-17,311.66, 2020-06-19,2.0,289.0,22.8,0.0017000000000000001
2022-03-11,420.09, 2022-09-16,188.96,399.0,43.225,0.0039000000000000003
2020-11-04,343.46, 2020-11-30,26.0,307.0,38.465,0.001
2022-01-11,469.63, 2022-03-31,78.96,398.0,74.445,0.0012
2022-05-17,408.26, 2022-08-19,94.0,560.0,0.005,0.0106
2020-04-09,278.22, 2020-04-09,0.0,180.0,98.195,0.0025
2021-04-13,412.79, 2022-03-31,352.0,446.0,11.9,0.0003
2021-01-26,383.83, 2021-04-16,79.96,495.0,0.03,0.0007000000000000001
2022-12-30,382.44, 2022-12-30,0.0,381.0,1.34,0.043
2022-07-27,401.01, 2022-08-08,12.0,437.0,0.035,0.023700000000000002
2021-07-30,438.5, 2021-09-30,62.0,407.0,35.364999999999995,0.0006
2021-05-07,422.07, 2021-11-19,196.04,490.0,1.12,0.0002
2022-01-28,441.85, 2022-02-16,19.0,465.0,1.1749999999999998,0.0019
2021-10-04,428.7, 2021-10-11,7.0,481.0,0.005,0.0004
2021-10-28,458.27, 2022-03-18,141.0,645.0,0.015,0.0006
2021-04-06,406.06, 2021-05-14,38.0,385.0,23.92,0.0002
2020-07-08,316.16, 2020-07-27,19.0,274.0,42.545,0.0015
2022-06-14,373.83, 2022-07-18,34.0,470.0,0.035,0.0178
2020-08-14,336.85, 2020-12-18,126.04,352.0,9.215,0.001
2022-09-15,390.15, 2023-12-15,456.04,695.0,0.2,0.031200000000000002
2022-05-10,399.18, 2022-06-17,38.0,480.0,0.035,0.0089
2022-05-06,411.41, 2023-12-15,588.04,640.0,1.51,0.0084
2022-04-15,437.79, 2023-03-31,350.0,452.0,31.21,0.0084
2020-09-11,334.1, 2020-10-09,28.0,342.0,3.99,0.0011
2021-09-02,453.21, 2022-03-31,210.0,422.0,44.21,0.0005
2020-09-04,342.52, 2022-01-21,504.04,195.0,149.69,0.0011
2022-01-31,449.88, 2022-03-11,39.0,530.0,0.025,0.0024
2022-03-10,425.49, 2022-04-06,26.96,426.0,11.04,0.0038
2022-04-28,427.86, 2022-05-11,13.0,450.0,0.63,0.008100000000000001
2021-07-16,431.38, 2022-06-30,349.0,462.0,12.545,0.0005
2021-01-26,383.83, 2021-02-19,24.0,344.0,40.965,0.0007000000000000001
2021-07-16,431.38, 2021-07-16,0.0,334.0,97.365,0.0005
2022-08-01,410.72, 2022-12-30,151.04,405.0,27.915,0.0248
2021-03-18,391.34, 2022-01-21,309.04,359.0,49.445,0.0001
2020-06-23,311.99, 2020-06-24,1.0,281.0,31.055,0.0016
2020-11-03,335.91, 2021-03-31,147.96,285.0,58.585,0.001
2020-02-14,337.6, 2020-09-18,216.96,313.0,32.21,0.0155
2021-04-28,417.39, 2021-07-16,79.0,322.0,96.255,0.0001
2022-07-22,395.1, 2022-08-26,35.0,406.0,5.449999999999999,0.0241
2021-09-15,447.88, 2023-01-20,492.04,625.0,0.595,0.0004
2020-04-13,275.63, 2021-12-17,613.04,120.0,156.005,0.0026
2020-06-16,312.95, 2021-03-19,276.0,470.0,0.145,0.0017000000000000001
2022-01-24,439.88, 2022-12-30,340.0,504.0,7.960000000000001,0.002
